CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(C2=CC3SC=NC3C=C2)[nH]1,active
CC(=O)CCCCCC(NC(=O)C1CCCN(C)C1)C(=O)NCCc1c(-c2ccccc2)[nH]c2ccccc12,active
c1ccc2c(c1)OCC(C1=NCCN1)O2,random
CC(C)CN(Cc1ccc(C(F)(F)F)cc1)C1CCNCC1,random
O=C(CCCCCC(NC(=O)c1ccccc1)C(=O)NCc1ccccc1)NO,active
CN(C)C(=O)c1cc2cnc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cn3)nc2n1C1CCCC1,active
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)Nc2ccccc2N)cc1,active
O=C(NO)c1ccc(C=Cc2cncc(-c3ccccc3O)c2)cc1,active
O=C(CCCCCCn1cc(C(=O)NC2CCCCCC2)c2ccccc21)NO,active
CC(C)(C#N)c1cccc(-c2ccnc3[nH]ncc23)n1,random
CCC(=O)CCCCCC(NC(=O)C1CN(C)C1)c1ncc(-c2ccccc2)[nH]1,active
COc1ccc(S(=O)(=O)c2ccc(C(C)NS(C)(=O)=O)cc2)c(S(=O)(=O)c2ccc(Cl)cc2)c1,random
CN1CCc2nc(C(=O)Nc3cc(OCC(=O)O)ccc3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1,random
CCOC(=O)Cc1csc(NC(=O)C[n+]2cccc(C=NO)c2)n1,random
COc1ccc(C2(C(=O)Nc3ccc(C(=O)NO)cc3)CCCCC2)cc1-c1cccc(N)c1,active
O=C(NCc1ccc(S(=O)(=O)c2cncc(C(F)(F)F)c2)cc1)N1Cc2ccncc2C1,random
CCN(CC)C(=O)C1(c2ccc3c(c2)OCO3)CC1CN,random
O=C(CCCCCOc1ccc(-c2nc3ccccc3c3cc(-c4ccccc4)nn23)cc1)NO,active
Cc1nc(-c2cccc(C=CC(=O)NO)c2)n(CCc2ccccc2)c1-c1ccccc1,active
Nc1c2c(nc3ccc(Cl)cc13)CCC2,random
Cc1ccc(NC(=O)CN(Cc2ccc(C(=O)NO)cc2)C(=O)c2ccc(N(C)C)cc2)cc1,active
CC(=O)CCCCCC(NC(=O)CCN1CCCCC1)c1ncc(-c2ccccc2)[nH]1,active
Cc1n[nH]c(C)c1-c1ccc(C2(C(=O)Nc3ccc(C(=O)NO)cc3)CCCC2)cc1,active
CCC(=O)CCCCCC(NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc3ccccc3c2)[nH]1,active
Nc1nc(NCc2ccc(C(=O)Nc3ccccc3N)cc2)nc(N2Cc3ccccc3C2)n1,active
COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(C4CC(C(=O)NO)C4)CC3)c2cc1OC,active
CCn1cc(-n2ncc3cc(OC(c4ccccc4)C(C)NC(=O)C(C)(F)F)ccc32)ccc1=O,random
CC(C)N1C(=O)CN(Cc2ccc(Br)cn2)C1=O,random
CCCC(CCC)C(=O)Nc1ccc(C(=O)NO)cc1,active
CCN(C)c1ccc(-c2ccc3nc(N)sc3c2)cn1,random
Nc1ccccc1NC(=O)CCCCCCNC(=O)c1ccc(-c2ccccc2)nc1,active
O=C(NO)c1ccc(CNCc2nc(-c3ccccc3)no2)cc1,active
